OfferID,LMDID,OfferTitle,OfferDesc,TnC1,TnC2,TnC3,TnC4,TnC5,GeneralOfferTnC,Online_Offline,OfferImgUrl1,OfferImgUrl2,OfferImgUrl3,OfferImpactIndex,OfferStartDate,OfferEndDate,CouponType,OfferType,OfferActiveFlag,OfferAddDate,CategoriesCSV,Bank
26201,,15% On Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26202,,15% On Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26203,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26204,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26205,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26206,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26207,,15% On Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26208,,15% On Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26209,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on  Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26210,,15% On Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26211,,15% On Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26212,,15% On Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26213,,15% On Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26214,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26215,,15% off on Food & Soft Beverages,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Buffet & Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26216,,15% off on Food & Soft Beverages,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Buffet & Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26217,,15% On Food and 10% On Alchohol,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26218,,15% off on Food Bill Minimum Bill Rs. 500 & Above,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26219,,15% off on Food & Soft Beverages,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Buffet & Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26220,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26221,,15% On Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26222,,15% On Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
