OfferID,LMDID,OfferTitle,OfferDesc,TnC1,TnC2,TnC3,TnC4,TnC5,GeneralOfferTnC,Online_Offline,OfferImgUrl1,OfferImgUrl2,OfferImgUrl3,OfferImpactIndex,OfferStartDate,OfferEndDate,CouponType,OfferType,OfferActiveFlag,OfferAddDate,CategoriesCSV,Bank
26129,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on  Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26130,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on  Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26131,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on  Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26132,,15% On Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on  Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26133,,15% On Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26134,,15% On Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic and Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26135,,15% On Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic and Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26136,,10% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26137,,15% On Food Bill (Minimum Billing of 250),,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26138,,15% On Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26139,,15% On Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26140,,15% On Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26141,,15% On Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26142,,10% On Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26143,,15% on Food & Soft Beverages,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Buffet & Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26144,,15% off on Food & Soft Beverages,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Buffet & Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26145,,15% off on Food & Soft Beverages,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Buffet & Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26146,,15% off on Food & Soft Beverages,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,#N/A,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26147,,15% off on Food & Soft Beverages,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Buffet & Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26148,,15% On Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26149,,15% on Food & Soft Beverages,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Buffet & Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26150,,15% on Food & Soft Beverages,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Buffet & Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26151,,15% on Food & Soft Beverages,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Buffet & Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26152,,15% on Food & Soft Beverages,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Buffet & Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26153,,15% off on Food & Soft Beverages,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Buffet & Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26154,,15% off on Food & Soft Beverages,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Buffet & Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26155,,15% off on Food & Soft Beverages,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Buffet & Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26156,,15% off on Food & Soft Beverages,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Buffet & Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26157,,15% off on Food & Soft Beverages,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Buffet & Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26158,,15% off on Food & Soft Beverages,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Buffet & Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26159,,15% off on Food & Soft Beverages,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Buffet & Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26160,,15% off on Food & Soft Beverages,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Buffet & Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26161,,10% off on Food Bill (Ala Carte),,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26162,,10% off on Food Bill (Ala Carte),,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26163,,10% off on Food Bill (Ala Carte),,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26164,,10% off on Food Bill (Ala Carte),,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26165,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26166,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26167,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26168,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26169,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26170,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26171,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26172,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26173,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26174,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26175,,10% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26176,,10% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26177,,15% off on Food Bill (Ala Carte),,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26178,,15% off on Food Bill (Ala Carte),,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26179,,15% off on Food Bill (Ala Carte),,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26180,,15% On Food and 10% On Alchohol,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26181,,15% off on Food Bill Minimum Bill Rs.1000 & Above,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26182,,15% off on Ala Carte,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26183,,10% off On Total Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  -,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26184,,15% On Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on  Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26185,,15% On Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on  Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26186,,15% On Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on  Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26187,,15% On Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on  Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26188,,10% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26189,,15% On Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on  Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26190,,10% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26191,,10% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26192,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26193,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26194,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26195,,15% on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26196,,15% On Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26197,,15% On Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26198,,"- Get Rs 300 Gift Voucher on a bill of Rs. 1600 to Rs. 2499 (Both figures inclusive)
- Get Rs. 500 Gift Voucher on a bill of Rs. 2500 and above",,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,"This offer is available exclusively to HSBC customers.  - Redeem this voucher within 6 months from the date of issue, at select outlets of Mainland China, Mainland China Asia Kitchen, Oh! Calcutta, Sigree and Sigree Global Grill.
- Offer is not valid on Home Deliveries
- Offer is valid on one bill on a single occasion",Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26199,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
26200,,15% off on Food Bill,,This offer is sourced from public domain with very high probability of acceptance. We insist you to please call the merchant directly to verify the validity of offe,This offer may not be clubbed with any other ongoing offers.,Please check the HSBC website for detailed T&C,,,This offer is available exclusively to HSBC customers.  Not Valid on Alcoholic & Non Alcoholic Beverages,Offline,,,,NULL,01-01-2016,31-12-2016,Deal,Discount,Y,20-01-2016,,
